Protein,AUC,Index,Model,T,Onset,Scale,MaxFlag
"ACTN2, ADAM12, ADAMTSL5, ALDH3A1, ANKRD2, ART3, CA14, CALCA, CALCOCO1, CCK, CCN3, CD276, CD38, CLEC4G, COL6A3, CRTAC1, CSRP3, DTNB, DUSP29, ELAVL4, EPHA1, EZR, FABP2, FABP3, FGFBP1, FYCO1, GFAP, GOLGA4, HPCAL4, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGAM, KISS1, KLHL41, KLK15, KLK4, KLK8, KRI1, MAP3K5, MAP4K1, MELTF, MMP3, MPHOSPH9, MSTN, MYBPC1, MYBPC2, MYH1, MYH9, MYL1, MYL5, MYOM3, NDE1, NEB, NEFL, NFAT5, NGRN, NOS1, OTUD4, PDZD2, PPFIA1, PPP6R2, PPY, PRKN, RGMA, SAV1, SDCCAG8, SERPINB8, SMTN, SPINK7, STX4, SYNM, THBS4, TNFRSF12A, TNNI3, TRAF2, TRAFD1, TTN, TXLNB, USP28, WASF3, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.644410294,83,LASSO,3,_first_onset,,NA
"ACTN2, ADAM12, ADAMTSL5, ALDH3A1, ANKRD2, ART3, CA14, CALCA, CALCOCO1, CCK, CCN3, CD276, CD38, CLEC4G, COL6A3, CRTAC1, CSRP3, DTNB, DUSP29, ELAVL4, EPHA1, EZR, FABP2, FABP3, FGFBP1, FYCO1, GFAP, GOLGA4, HPCAL4, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGAM, KISS1, KLHL41, KLK15, KLK4, KLK8, KRI1, MAP3K5, MAP4K1, MELTF, MMP3, MPHOSPH9, MSANTD3, MSTN, MYBPC1, MYBPC2, MYH1, MYH9, MYL1, MYL5, MYOM3, NDE1, NEB, NEFL, NFAT5, NGRN, NOS1, OTUD4, PDZD2, PPFIA1, PPP6R2, PPY, PRKN, RGMA, SAV1, SDCCAG8, SERPINB8, SMTN, SPINK7, STX4, SYNM, THBS4, TNFRSF12A, TNNI3, TRAF2, TRAFD1, TTN, TXLNB, USP28, WASF3, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.643502573,84,LASSO,3,_first_onset,,NA
"ACTN2, ADAM12, ADAMTSL5, ALDH3A1, ANKRD2, ART3, CA14, CALCA, CALCOCO1, CCK, CCN3, CD276, CD38, CLEC4G, COL6A3, CRTAC1, CSRP3, DTNB, DUSP29, ELAVL4, EPHA1, EZR, FABP2, FABP3, FGFBP1, FYCO1, GFAP, GOLGA4, HPCAL4, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGAM, KISS1, KLHL41, KLK15, KLK4, KLK8, KRI1, MAP3K5, MAP4K1, MELTF, MMP3, MPHOSPH9, MSANTD3, MSTN, MYBPC1, MYBPC2, MYH1, MYH9, MYL1, MYL5, MYOM2, MYOM3, NDE1, NEB, NEFL, NFAT5, NGRN, NOS1, OTUD4, PDZD2, PPFIA1, PPP6R2, PPY, PRKN, RGMA, SAV1, SDCCAG8, SERPINB8, SMTN, SPINK7, STX4, SYNM, THBS4, TNFRSF12A, TNNI3, TRAF2, TRAFD1, TTN, TXLNB, USP28, WASF3, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.643984876,85,LASSO,3,_first_onset,,NA
"ACTN2, ADAM12, ADAMTSL5, ALDH3A1, ANKRD2, ART3, CA14, CALCA, CALCOCO1, CCK, CCN3, CD276, CD38, CLEC4G, COL6A3, CRTAC1, CSRP3, DTNB, DUSP29, ELAVL4, ENPP5, EPHA1, EZR, FABP2, FABP3, FGFBP1, FYCO1, GFAP, GOLGA4, HPCAL4, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGAM, KISS1, KLHL41, KLK15, KLK4, KLK8, KRI1, MAP3K5, MAP4K1, MELTF, MMP3, MPHOSPH9, MSANTD3, MSTN, MYBPC1, MYBPC2, MYH1, MYH9, MYL1, MYL5, MYOM2, MYOM3, NDE1, NEB, NEFL, NFAT5, NGRN, NOS1, OTUD4, PDZD2, PPFIA1, PPP6R2, PPY, PRKN, RGMA, SAV1, SDCCAG8, SERPINB8, SMTN, SPINK7, STX4, SYNM, THBS4, TNFRSF12A, TNNI3, TRAF2, TRAFD1, TTN, TXLNB, USP28, WASF3, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.643984876,86,LASSO,3,_first_onset,,NA
"ACTN2, ADAM12, ADAMTSL5, ALDH3A1, ANKRD2, ART3, CA14, CALCA, CALCOCO1, CCK, CCN3, CD276, CD38, CLEC4G, COL6A3, CRTAC1, CSRP3, DTNB, DUSP29, ELAVL4, ENPP5, EPHA1, EZR, FABP2, FABP3, FGFBP1, FYCO1, GFAP, GOLGA4, HPCAL4, IDI2, IFT172, IGFL3, IQGAP2, IRAG2, ITGAM, JCAD, KISS1, KLHL41, KLK15, KLK4, KLK8, KRI1, MAP3K5, MAP4K1, MELTF, MMP3, MPHOSPH9, MSANTD3, MSTN, MYBPC1, MYBPC2, MYH1, MYH9, MYL1, MYL5, MYOM2, MYOM3, NDE1, NEB, NEFL, NFAT5, NGRN, NOS1, OTUD4, PDZD2, PPFIA1, PPP6R2, PPY, PRKN, RGMA, SAV1, SDCCAG8, SERPINB8, SMTN, SPINK7, STX4, SYNM, THBS4, TNFRSF12A, TNNI3, TRAF2, TRAFD1, TTN, TXLNB, USP28, WASF3, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.638631048,87,LASSO,3,_first_onset,,NA
"X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.524212454,0,LASSO,5,_first_onset,,NA
"NEFL, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.537607208,1,LASSO,5,_first_onset,,NA
"NEFL, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.612749103,2,LASSO,5,_first_onset,,NA
"DUSP29, NEFL, SYNM, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.631015651,4,LASSO,5,_first_onset,,NA
"DUSP29, NEFL, STRN, SYNM, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.672167462,5,LASSO,5,_first_onset,,NA
"CALCA, DUSP29, NEFL, STRN, SYNM, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.691777852,6,LASSO,5,_first_onset,,NA
"CALCA, DUSP29, KLHL41, NEFL, SERPINB8, STRN, STX4, SYNM, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.698362748,9,LASSO,5,_first_onset,,NA
"CALCA, DUSP29, IRAG2, KLHL41, MSTN, NEFL, SERPINB8, STRN, STX4, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.708293928,10,LASSO,5,_first_onset,,NA
"CALCA, DUSP29, IRAG2, KLHL41, MSTN, NEFL, NFAT5, SERPINB8, STRN, THBS4, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.723610094,11,LASSO,5,_first_onset,,NA
"ALDH3A1, CALCA, DUSP29, IRAG2, KLHL41, MSTN, NEFL, NFAT5, SERPINB8, STRN, THBS4, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.72967255,12,LASSO,5,_first_onset,,NA
"ALDH3A1, CALCA, CLEC4G, DUSP29, IRAG2, KLHL41, MSTN, NEFL, NFAT5, SERPINB8, STRN, THBS4, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.733008843,13,LASSO,5,_first_onset,,MAX
"ADAM12, ALDH3A1, CALCA, CD38, CLEC4G, DUSP29, IRAG2, KLHL41, MOCS3, MSTN, NEFL, NFAT5, SERPINB8, STRN, THBS4, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.725120805,16,LASSO,5,_first_onset,,NA
"ADAM12, ALDH3A1, CALCA, CD38, CLEC4G, DUSP29, GFAP, HS6ST2, IRAG2, MOCS3, MSTN, NEFL, NFAT5, POSTN, PRKN, SERPINB8, THBS4, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.716261516,18,LASSO,5,_first_onset,,NA
"ADAM12, ALDH3A1, CALCA, CD38, CLEC4G, DUSP29, GFAP, HS6ST2, IRAG2, KLHL41, MOCS3, MSTN, NEFL, NFAT5, POSTN, SERPINB8, STRN, THBS4, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.720683021,19,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, CALCA, CD38, CLEC4G, DUSP29, ELAVL4, GFAP, HS6ST2, IRAG2, MOCS3, MSTN, MYOC, NEFL, NFAT5, POSTN, PRKN, SERPINB8, STX4, THBS4, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.712458652,22,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, CALCA, CD38, CLEC4G, DUSP29, ELAVL4, GFAP, HS6ST2, IRAG2, MOCS3, MSANTD3, MSTN, MYOC, NEFL, NFAT5, POSTN, PPFIA1, PRKN, SAV1, SERPINB8, STX4, THBS4, TTN, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.705874496,26,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, CALCA, CD38, CLEC4G, DUSP29, ELAVL4, GFAP, HPCAL4, HS6ST2, IRAG2, MOCS3, MSANTD3, MSTN, MYOC, NEFL, NFAT5, POSTN, PPFIA1, PRKN, SAV1, SERPINB8, STX4, THBS4, TTN, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.702022792,27,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, CALCA, CD38, CLEC4G, DUSP29, ELAVL4, GFAP, HPCAL4, HS6ST2, IQGAP2, IRAG2, ITGB6, KLHL41, MOCS3, MSANTD3, MSTN, MYOC, NEFL, NFAT5, POSTN, PPFIA1, PRKN, SAV1, SERPINB8, THBS4, TRAF2, TTN, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.698742369,30,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, CALCA, CD38, CLEC4G, DUSP29, ELAVL4, GFAP, HPCAL4, HS6ST2, IGFL3, IQGAP2, IRAG2, ITGB6, KLHL41, MMP3, MOCS3, MSANTD3, MSTN, MYOC, NEFL, NFAT5, POSTN, PPFIA1, PRKN, SAV1, SERPINB8, THBS4, TRAF2, TTN, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.693210863,32,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, CALCA, CD38, CLEC4G, DUSP29, ELAVL4, GFAP, HPCAL4, HS6ST2, IGFL3, IQGAP2, IRAG2, ITGB6, KLHL41, MMP3, MOCS3, MSANTD3, MSTN, MYOC, NEFL, NFAT5, POSTN, PPFIA1, PRKN, SAV1, SERPINB8, THBS4, TNNI3, TRAF2, TTN, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.698847819,34,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CALCA, CD38, CLEC4G, DUSP29, ELAVL4, GFAP, GOLGA4, HPCAL4, HS6ST2, IGFL3, IQGAP2, IRAG2, ITGB6, KLHL41, MMP3, MOCS3, MSANTD3, MSTN, MYL11, MYOC, NEFL, NFAT5, PACSIN3, PPFIA1, PRKN, SAV1, SERPINB8, SIKE1, THBS4, TNNI3, TRAF2, TTN, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.696178266,38,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CALCA, CD38, CLEC4G, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KRI1, MMP3, MOCS3, MSANTD3, MSTN, MYBPC2, MYL11, MYL5, MYOC, NEFL, NFAT5, OGN, PACSIN3, PPFIA1, PRKN, SAV1, SERPINB8, SIKE1, SMTN, THBS4, TNNI3, TRAF2, TTN, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.699136419,45,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CALCA, CCN3, CD38, CLEC4G, CMYA5, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KRI1, MMP3, MOCS3, MSANTD3, MSTN, MYBPC2, MYL11, MYL5, MYOC, NEFL, NFAT5, OGN, PACSIN3, PPFIA1, PRKN, SAV1, SERPINB8, SIKE1, SMTN, THBS4, TNNI3, TRAF2, TTN, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.695333555,47,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CCN3, CD38, CLEC4G, CMYA5, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MELTF, MMP3, MOCS3, MSANTD3, MSTN, MYBPC2, MYL1, MYL11, MYL5, MYOC, NEFL, NFAT5, OGN, PACSIN3, PPFIA1, PRKN, SAV1, SERPINB8, SIKE1, SMTN, THBS4, TNNI3, TRAF2, TTN, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.692012802,51,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CCN3, CD38, CLEC4G, CMYA5, DCTN2, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MELTF, MMP3, MOCS3, MSANTD3, MSTN, MTSS1, MYBPC2, MYL1, MYL11, MYL5, MYOC, NEFL, NFAT5, OGN, PACSIN3, PPFIA1, PPFIA4, PRKN, SAV1, SERPINB8, SIKE1, SMTN, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.691063381,56,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CCN3, CD38, CLEC4G, CMYA5, DCTN2, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MELTF, MMP3, MOCS3, MSANTD3, MSTN, MTSS1, MYBPC2, MYL1, MYL11, MYL5, MYOC, NEFL, NFAT5, OGN, PACSIN3, PPFIA1, PPFIA4, PRKN, RGMA, SAV1, SERPINB8, SIKE1, SMTN, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.68999371,57,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CCN3, CD38, CLEC4G, CMYA5, DCTN2, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MELTF, MOCS3, MSANTD3, MSTN, MTSS1, MYBPC2, MYL1, MYL11, MYL5, MYOC, NEFL, NFAT5, OGN, PACSIN3, PPFIA1, PPFIA4, PRKN, RGMA, SAV1, SERPINB8, SIKE1, SMTN, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.691706812,58,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CCN3, CD38, CLEC4G, CMYA5, DCTN2, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MELTF, MOCS3, MSANTD3, MSTN, MTSS1, MYBPC2, MYL1, MYL11, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PPFIA1, PPFIA4, PRKN, RGMA, SAV1, SERPINB8, SIKE1, SMTN, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.69010693,59,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CCN3, CD38, CLEC4G, CMYA5, DCTN2, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MELTF, MOCS3, MSANTD3, MSTN, MTSS1, MYBPC2, MYL1, MYL11, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PDZD2, PPFIA1, PPFIA4, PRKN, RGMA, SAV1, SERPINB8, SIKE1, SMTN, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.681946202,60,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CCN3, CD38, CLEC4G, CMYA5, DCTN2, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MELTF, MOCS3, MSANTD3, MSTN, MTSS1, MYBPC2, MYH9, MYL1, MYL11, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PDZD2, PPFIA1, PPFIA4, PRKN, RGMA, SAV1, SERPINB8, SIKE1, SMTN, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.679171199,61,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CCN3, CD276, CD38, CLEC4G, CMYA5, DCTN2, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MELTF, MOCS3, MSANTD3, MSTN, MTSS1, MYBPC2, MYH9, MYL1, MYL11, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PRKN, RGMA, SAV1, SERPINB8, SIKE1, SMTN, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.676493876,63,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CCN3, CD276, CD38, CLEC4G, CMYA5, DCTN2, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MELTF, MOCS3, MSANTD3, MSTN, MTSS1, MYBPC2, MYH9, MYL1, MYL11, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PRKN, RGMA, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.673800274,64,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, AFAP1L1, ALDH3A1, APOA4, CA14, CALCA, CCN3, CD276, CD38, CLEC4G, CMYA5, DCTN2, DTNB, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MELTF, MOCS3, MSANTD3, MSTN, MTSS1, MYBPC2, MYH9, MYL1, MYL11, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PRKN, PRND, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.668388278,66,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, AFAP1L1, ALDH3A1, APOA4, CA14, CALCA, CCN3, CD276, CD38, CLEC4G, CMYA5, DCTN2, DTNB, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MELTF, MOCS3, MSANTD3, MSTN, MTSS1, MYBPC2, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PRKN, PRND, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.667857328,67,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, AFAP1L1, ALDH3A1, APOA4, CA14, CALCA, CCN3, CD276, CD38, CLEC4G, CMYA5, DCTN2, DTNB, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MOCS3, MSANTD3, MSTN, MTSS1, MYBPC2, MYBPH, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PRKN, PRND, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TRAK1, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.667318607,68,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, AFAP1L1, ALDH3A1, APOA4, CA14, CALCA, CCN3, CD276, CD38, CLEC4G, CMYA5, DCTN2, DTNB, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MOCS3, MPHOSPH9, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PRKN, PRND, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TRAK1, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.661915122,69,LASSO,5,_first_onset,,NA
"ACTN2, ADAM12, AFAP1L1, ALDH3A1, APOA4, CA14, CALCA, CCN3, CD276, CD38, CLEC4G, CMYA5, DCTN2, DTNB, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MOCS3, MPHOSPH9, MSTN, MTSS1, MYBPC1, MYBPC2, MYBPH, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM3, NEFL, NFAT5, OGN, PACSIN3, PBXIP1, PDZD2, PPFIA1, PPFIA4, PRKN, PRND, SAV1, SDCCAG8, SERPINB8, SIKE1, SMTN, SYNM, THBS4, TNFRSF12A, TNNC1, TNNI3, TRAF2, TRAK1, TTN, TXLNB, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.658127798,70,LASSO,5,_first_onset,,NA
